Image,Flow,Sequence,Sequence_Index,Dino,GtMask
DAVIS17/JPEGImages/480p/motocross-bumps/00025.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00025.flo,motocross-bumps,25,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00025.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00025.png
DAVIS17/JPEGImages/480p/motocross-bumps/00026.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00026.flo,motocross-bumps,26,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00026.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00026.png
DAVIS17/JPEGImages/480p/motocross-bumps/00027.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00027.flo,motocross-bumps,27,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00027.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00027.png
DAVIS17/JPEGImages/480p/motocross-bumps/00028.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00028.flo,motocross-bumps,28,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00028.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00028.png
DAVIS17/JPEGImages/480p/motocross-bumps/00029.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00029.flo,motocross-bumps,29,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00029.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00029.png
DAVIS17/JPEGImages/480p/motocross-bumps/00030.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00030.flo,motocross-bumps,30,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00030.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00030.png
DAVIS17/JPEGImages/480p/motocross-bumps/00031.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00031.flo,motocross-bumps,31,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00031.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00031.png
DAVIS17/JPEGImages/480p/motocross-bumps/00032.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00032.flo,motocross-bumps,32,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00032.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00032.png
DAVIS17/JPEGImages/480p/motocross-bumps/00033.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00033.flo,motocross-bumps,33,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00033.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00033.png
DAVIS17/JPEGImages/480p/motocross-bumps/00034.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00034.flo,motocross-bumps,34,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00034.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00034.png
DAVIS17/JPEGImages/480p/motocross-bumps/00035.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00035.flo,motocross-bumps,35,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00035.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00035.png
DAVIS17/JPEGImages/480p/motocross-bumps/00036.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00036.flo,motocross-bumps,36,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00036.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00036.png
DAVIS17/JPEGImages/480p/motocross-bumps/00037.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00037.flo,motocross-bumps,37,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00037.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00037.png
DAVIS17/JPEGImages/480p/motocross-bumps/00038.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00038.flo,motocross-bumps,38,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00038.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00038.png
DAVIS17/JPEGImages/480p/motocross-bumps/00039.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00039.flo,motocross-bumps,39,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00039.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00039.png
DAVIS17/JPEGImages/480p/motocross-bumps/00040.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00040.flo,motocross-bumps,40,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00040.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00040.png
DAVIS17/JPEGImages/480p/motocross-bumps/00041.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00041.flo,motocross-bumps,41,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00041.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00041.png
DAVIS17/JPEGImages/480p/motocross-bumps/00042.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00042.flo,motocross-bumps,42,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00042.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00042.png
DAVIS17/JPEGImages/480p/motocross-bumps/00043.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00043.flo,motocross-bumps,43,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00043.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00043.png
DAVIS17/JPEGImages/480p/motocross-bumps/00044.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00044.flo,motocross-bumps,44,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00044.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00044.png
DAVIS17/JPEGImages/480p/motocross-bumps/00045.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00045.flo,motocross-bumps,45,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00045.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00045.png
DAVIS17/JPEGImages/480p/motocross-bumps/00046.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00046.flo,motocross-bumps,46,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00046.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00046.png
DAVIS17/JPEGImages/480p/motocross-bumps/00047.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00047.flo,motocross-bumps,47,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00047.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00047.png
DAVIS17/JPEGImages/480p/motocross-bumps/00048.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00048.flo,motocross-bumps,48,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00048.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00048.png
DAVIS17/JPEGImages/480p/motocross-bumps/00049.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00049.flo,motocross-bumps,49,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00049.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00049.png
DAVIS17/JPEGImages/480p/motocross-bumps/00050.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00050.flo,motocross-bumps,50,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00050.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00050.png
DAVIS17/JPEGImages/480p/motocross-bumps/00051.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00051.flo,motocross-bumps,51,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00051.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00051.png
DAVIS17/JPEGImages/480p/motocross-bumps/00052.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00052.flo,motocross-bumps,52,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00052.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00052.png
DAVIS17/JPEGImages/480p/motocross-bumps/00053.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00053.flo,motocross-bumps,53,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00053.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00053.png
DAVIS17/JPEGImages/480p/motocross-bumps/00054.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00054.flo,motocross-bumps,54,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00054.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00054.png
DAVIS17/JPEGImages/480p/motocross-bumps/00055.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00055.flo,motocross-bumps,55,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00055.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00055.png
DAVIS17/JPEGImages/480p/motocross-bumps/00056.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00056.flo,motocross-bumps,56,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00056.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00056.png
DAVIS17/JPEGImages/480p/motocross-bumps/00057.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00057.flo,motocross-bumps,57,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00057.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00057.png
DAVIS17/JPEGImages/480p/motocross-bumps/00058.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motocross-bumps/00058.flo,motocross-bumps,58,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motocross-bumps/00058.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motocross-bumps/00058.png
DAVIS17/JPEGImages/480p/motorbike/00000.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00000.flo,motorbike,0,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00000.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00000.png
DAVIS17/JPEGImages/480p/motorbike/00001.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00001.flo,motorbike,1,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00001.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00001.png
DAVIS17/JPEGImages/480p/motorbike/00002.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00002.flo,motorbike,2,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00002.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00002.png
DAVIS17/JPEGImages/480p/motorbike/00003.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00003.flo,motorbike,3,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00003.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00003.png
DAVIS17/JPEGImages/480p/motorbike/00004.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00004.flo,motorbike,4,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00004.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00004.png
DAVIS17/JPEGImages/480p/motorbike/00005.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00005.flo,motorbike,5,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00005.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00005.png
DAVIS17/JPEGImages/480p/motorbike/00006.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00006.flo,motorbike,6,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00006.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00006.png
DAVIS17/JPEGImages/480p/motorbike/00007.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00007.flo,motorbike,7,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00007.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00007.png
DAVIS17/JPEGImages/480p/motorbike/00008.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00008.flo,motorbike,8,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00008.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00008.png
DAVIS17/JPEGImages/480p/motorbike/00009.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00009.flo,motorbike,9,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00009.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00009.png
DAVIS17/JPEGImages/480p/motorbike/00010.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00010.flo,motorbike,10,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00010.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00010.png
DAVIS17/JPEGImages/480p/motorbike/00011.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00011.flo,motorbike,11,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00011.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00011.png
DAVIS17/JPEGImages/480p/motorbike/00012.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00012.flo,motorbike,12,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00012.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00012.png
DAVIS17/JPEGImages/480p/motorbike/00013.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00013.flo,motorbike,13,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00013.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00013.png
DAVIS17/JPEGImages/480p/motorbike/00014.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00014.flo,motorbike,14,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00014.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00014.png
DAVIS17/JPEGImages/480p/motorbike/00015.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00015.flo,motorbike,15,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00015.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00015.png
DAVIS17/JPEGImages/480p/motorbike/00016.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00016.flo,motorbike,16,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00016.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00016.png
DAVIS17/JPEGImages/480p/motorbike/00017.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00017.flo,motorbike,17,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00017.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00017.png
DAVIS17/JPEGImages/480p/motorbike/00018.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00018.flo,motorbike,18,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00018.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00018.png
DAVIS17/JPEGImages/480p/motorbike/00019.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00019.flo,motorbike,19,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00019.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00019.png
DAVIS17/JPEGImages/480p/motorbike/00020.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00020.flo,motorbike,20,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00020.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00020.png
DAVIS17/JPEGImages/480p/motorbike/00021.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00021.flo,motorbike,21,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00021.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00021.png
DAVIS17/JPEGImages/480p/motorbike/00022.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00022.flo,motorbike,22,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00022.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00022.png
DAVIS17/JPEGImages/480p/motorbike/00023.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00023.flo,motorbike,23,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00023.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00023.png
DAVIS17/JPEGImages/480p/motorbike/00024.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00024.flo,motorbike,24,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00024.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00024.png
DAVIS17/JPEGImages/480p/motorbike/00025.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00025.flo,motorbike,25,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00025.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00025.png
DAVIS17/JPEGImages/480p/motorbike/00026.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00026.flo,motorbike,26,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00026.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00026.png
DAVIS17/JPEGImages/480p/motorbike/00027.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00027.flo,motorbike,27,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00027.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00027.png
DAVIS17/JPEGImages/480p/motorbike/00028.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00028.flo,motorbike,28,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00028.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00028.png
DAVIS17/JPEGImages/480p/motorbike/00029.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00029.flo,motorbike,29,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00029.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00029.png
DAVIS17/JPEGImages/480p/motorbike/00030.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00030.flo,motorbike,30,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00030.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00030.png
DAVIS17/JPEGImages/480p/motorbike/00031.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00031.flo,motorbike,31,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00031.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00031.png
DAVIS17/JPEGImages/480p/motorbike/00032.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00032.flo,motorbike,32,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00032.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00032.png
DAVIS17/JPEGImages/480p/motorbike/00033.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00033.flo,motorbike,33,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00033.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00033.png
DAVIS17/JPEGImages/480p/motorbike/00034.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00034.flo,motorbike,34,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00034.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00034.png
DAVIS17/JPEGImages/480p/motorbike/00035.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00035.flo,motorbike,35,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00035.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00035.png
DAVIS17/JPEGImages/480p/motorbike/00036.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00036.flo,motorbike,36,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00036.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00036.png
DAVIS17/JPEGImages/480p/motorbike/00037.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00037.flo,motorbike,37,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00037.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00037.png
DAVIS17/JPEGImages/480p/motorbike/00038.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00038.flo,motorbike,38,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00038.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00038.png
DAVIS17/JPEGImages/480p/motorbike/00039.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00039.flo,motorbike,39,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00039.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00039.png
DAVIS17/JPEGImages/480p/motorbike/00040.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00040.flo,motorbike,40,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00040.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00040.png
DAVIS17/JPEGImages/480p/motorbike/00041.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/motorbike/00041.flo,motorbike,41,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/motorbike/00041.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/motorbike/00041.png
DAVIS17/JPEGImages/480p/night-race/00000.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/night-race/00000.flo,night-race,0,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/night-race/00000.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/night-race/00000.png
DAVIS17/JPEGImages/480p/night-race/00001.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/night-race/00001.flo,night-race,1,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/night-race/00001.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/night-race/00001.png
DAVIS17/JPEGImages/480p/night-race/00002.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/night-race/00002.flo,night-race,2,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/night-race/00002.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/night-race/00002.png
DAVIS17/JPEGImages/480p/night-race/00003.jpg,DAVIS17/OpticalFlowRaftSintel/OpticalFlowP1/480p/night-race/00003.flo,night-race,3,/net/serpico-fs2/emeunier/DAVIS17/DINO/dino_vits8//480p/night-race/00003.jpg_240x427.npy,DAVIS17/Annotations_unsupervised/480p/night-race/00003.png
