Unnamed: 0.1,Unnamed: 0,Image,Flow,FlowRGB,GtMask,Sequence,Sequence_Index,Dino
150,2502,FBMS/FBMS_clean/JPEGImages/horses06/00120.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00120.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00120.flo.png,FBMS/FBMS_clean/Annotations/horses06/00120.png,horses06,120,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00120.jpg_180x320.npy
151,2522,FBMS/FBMS_clean/JPEGImages/horses06/00140.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00140.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00140.flo.png,FBMS/FBMS_clean/Annotations/horses06/00140.png,horses06,140,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00140.jpg_180x320.npy
152,2542,FBMS/FBMS_clean/JPEGImages/horses06/00160.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00160.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00160.flo.png,FBMS/FBMS_clean/Annotations/horses06/00160.png,horses06,160,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00160.jpg_180x320.npy
153,2562,FBMS/FBMS_clean/JPEGImages/horses06/00180.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00180.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00180.flo.png,FBMS/FBMS_clean/Annotations/horses06/00180.png,horses06,180,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00180.jpg_180x320.npy
154,2582,FBMS/FBMS_clean/JPEGImages/horses06/00200.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00200.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00200.flo.png,FBMS/FBMS_clean/Annotations/horses06/00200.png,horses06,200,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00200.jpg_180x320.npy
155,2602,FBMS/FBMS_clean/JPEGImages/horses06/00220.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00220.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00220.flo.png,FBMS/FBMS_clean/Annotations/horses06/00220.png,horses06,220,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00220.jpg_180x320.npy
156,2622,FBMS/FBMS_clean/JPEGImages/horses06/00240.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00240.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00240.flo.png,FBMS/FBMS_clean/Annotations/horses06/00240.png,horses06,240,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00240.jpg_180x320.npy
157,2642,FBMS/FBMS_clean/JPEGImages/horses06/00260.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00260.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00260.flo.png,FBMS/FBMS_clean/Annotations/horses06/00260.png,horses06,260,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00260.jpg_180x320.npy
158,2662,FBMS/FBMS_clean/JPEGImages/horses06/00280.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00280.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00280.flo.png,FBMS/FBMS_clean/Annotations/horses06/00280.png,horses06,280,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00280.jpg_180x320.npy
159,2682,FBMS/FBMS_clean/JPEGImages/horses06/00300.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00300.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00300.flo.png,FBMS/FBMS_clean/Annotations/horses06/00300.png,horses06,300,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00300.jpg_180x320.npy
160,2702,FBMS/FBMS_clean/JPEGImages/horses06/00320.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00320.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00320.flo.png,FBMS/FBMS_clean/Annotations/horses06/00320.png,horses06,320,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00320.jpg_180x320.npy
161,2722,FBMS/FBMS_clean/JPEGImages/horses06/00340.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00340.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00340.flo.png,FBMS/FBMS_clean/Annotations/horses06/00340.png,horses06,340,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00340.jpg_180x320.npy
162,2742,FBMS/FBMS_clean/JPEGImages/horses06/00360.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00360.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00360.flo.png,FBMS/FBMS_clean/Annotations/horses06/00360.png,horses06,360,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00360.jpg_180x320.npy
163,2762,FBMS/FBMS_clean/JPEGImages/horses06/00380.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00380.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00380.flo.png,FBMS/FBMS_clean/Annotations/horses06/00380.png,horses06,380,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00380.jpg_180x320.npy
164,2782,FBMS/FBMS_clean/JPEGImages/horses06/00400.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00400.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00400.flo.png,FBMS/FBMS_clean/Annotations/horses06/00400.png,horses06,400,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00400.jpg_180x320.npy
165,2802,FBMS/FBMS_clean/JPEGImages/horses06/00420.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00420.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00420.flo.png,FBMS/FBMS_clean/Annotations/horses06/00420.png,horses06,420,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00420.jpg_180x320.npy
166,2822,FBMS/FBMS_clean/JPEGImages/horses06/00440.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00440.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00440.flo.png,FBMS/FBMS_clean/Annotations/horses06/00440.png,horses06,440,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00440.jpg_180x320.npy
167,2842,FBMS/FBMS_clean/JPEGImages/horses06/00460.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00460.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00460.flo.png,FBMS/FBMS_clean/Annotations/horses06/00460.png,horses06,460,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00460.jpg_180x320.npy
168,2862,FBMS/FBMS_clean/JPEGImages/horses06/00480.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00480.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00480.flo.png,FBMS/FBMS_clean/Annotations/horses06/00480.png,horses06,480,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00480.jpg_180x320.npy
169,2882,FBMS/FBMS_clean/JPEGImages/horses06/00500.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00500.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00500.flo.png,FBMS/FBMS_clean/Annotations/horses06/00500.png,horses06,500,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00500.jpg_180x320.npy
170,2902,FBMS/FBMS_clean/JPEGImages/horses06/00520.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00520.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00520.flo.png,FBMS/FBMS_clean/Annotations/horses06/00520.png,horses06,520,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00520.jpg_180x320.npy
171,2922,FBMS/FBMS_clean/JPEGImages/horses06/00540.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00540.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00540.flo.png,FBMS/FBMS_clean/Annotations/horses06/00540.png,horses06,540,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00540.jpg_180x320.npy
172,2942,FBMS/FBMS_clean/JPEGImages/horses06/00560.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00560.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00560.flo.png,FBMS/FBMS_clean/Annotations/horses06/00560.png,horses06,560,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00560.jpg_180x320.npy
173,2962,FBMS/FBMS_clean/JPEGImages/horses06/00580.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00580.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00580.flo.png,FBMS/FBMS_clean/Annotations/horses06/00580.png,horses06,580,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00580.jpg_180x320.npy
174,2982,FBMS/FBMS_clean/JPEGImages/horses06/00600.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00600.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00600.flo.png,FBMS/FBMS_clean/Annotations/horses06/00600.png,horses06,600,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00600.jpg_180x320.npy
175,3002,FBMS/FBMS_clean/JPEGImages/horses06/00620.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00620.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00620.flo.png,FBMS/FBMS_clean/Annotations/horses06/00620.png,horses06,620,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00620.jpg_180x320.npy
176,3022,FBMS/FBMS_clean/JPEGImages/horses06/00640.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00640.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00640.flo.png,FBMS/FBMS_clean/Annotations/horses06/00640.png,horses06,640,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00640.jpg_180x320.npy
177,3042,FBMS/FBMS_clean/JPEGImages/horses06/00660.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00660.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00660.flo.png,FBMS/FBMS_clean/Annotations/horses06/00660.png,horses06,660,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00660.jpg_180x320.npy
178,3062,FBMS/FBMS_clean/JPEGImages/horses06/00680.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00680.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00680.flo.png,FBMS/FBMS_clean/Annotations/horses06/00680.png,horses06,680,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00680.jpg_180x320.npy
179,3082,FBMS/FBMS_clean/JPEGImages/horses06/00700.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00700.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00700.flo.png,FBMS/FBMS_clean/Annotations/horses06/00700.png,horses06,700,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00700.jpg_180x320.npy
180,3102,FBMS/FBMS_clean/JPEGImages/horses06/00720.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/horses06/00720.flo,,FBMS/FBMS_clean/Annotations/horses06/00720.png,horses06,720,FBMS/FBMS_clean/DINO/dino_vits8//horses06/00720.jpg_180x320.npy
181,3103,FBMS/FBMS_clean/JPEGImages/lion02/00001.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00001.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00001.flo.png,FBMS/FBMS_clean/Annotations/lion02/00001.png,lion02,1,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00001.jpg_202x360.npy
182,3122,FBMS/FBMS_clean/JPEGImages/lion02/00020.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00020.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00020.flo.png,FBMS/FBMS_clean/Annotations/lion02/00020.png,lion02,20,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00020.jpg_202x360.npy
183,3142,FBMS/FBMS_clean/JPEGImages/lion02/00040.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00040.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00040.flo.png,FBMS/FBMS_clean/Annotations/lion02/00040.png,lion02,40,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00040.jpg_202x360.npy
184,3162,FBMS/FBMS_clean/JPEGImages/lion02/00060.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00060.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00060.flo.png,FBMS/FBMS_clean/Annotations/lion02/00060.png,lion02,60,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00060.jpg_202x360.npy
185,3182,FBMS/FBMS_clean/JPEGImages/lion02/00080.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00080.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00080.flo.png,FBMS/FBMS_clean/Annotations/lion02/00080.png,lion02,80,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00080.jpg_202x360.npy
186,3202,FBMS/FBMS_clean/JPEGImages/lion02/00100.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00100.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00100.flo.png,FBMS/FBMS_clean/Annotations/lion02/00100.png,lion02,100,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00100.jpg_202x360.npy
187,3222,FBMS/FBMS_clean/JPEGImages/lion02/00120.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00120.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00120.flo.png,FBMS/FBMS_clean/Annotations/lion02/00120.png,lion02,120,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00120.jpg_202x360.npy
188,3242,FBMS/FBMS_clean/JPEGImages/lion02/00140.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00140.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00140.flo.png,FBMS/FBMS_clean/Annotations/lion02/00140.png,lion02,140,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00140.jpg_202x360.npy
189,3262,FBMS/FBMS_clean/JPEGImages/lion02/00160.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00160.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00160.flo.png,FBMS/FBMS_clean/Annotations/lion02/00160.png,lion02,160,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00160.jpg_202x360.npy
190,3282,FBMS/FBMS_clean/JPEGImages/lion02/00180.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00180.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00180.flo.png,FBMS/FBMS_clean/Annotations/lion02/00180.png,lion02,180,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00180.jpg_202x360.npy
191,3302,FBMS/FBMS_clean/JPEGImages/lion02/00200.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00200.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00200.flo.png,FBMS/FBMS_clean/Annotations/lion02/00200.png,lion02,200,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00200.jpg_202x360.npy
192,3322,FBMS/FBMS_clean/JPEGImages/lion02/00220.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00220.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00220.flo.png,FBMS/FBMS_clean/Annotations/lion02/00220.png,lion02,220,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00220.jpg_202x360.npy
193,3342,FBMS/FBMS_clean/JPEGImages/lion02/00240.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00240.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00240.flo.png,FBMS/FBMS_clean/Annotations/lion02/00240.png,lion02,240,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00240.jpg_202x360.npy
194,3362,FBMS/FBMS_clean/JPEGImages/lion02/00260.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00260.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00260.flo.png,FBMS/FBMS_clean/Annotations/lion02/00260.png,lion02,260,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00260.jpg_202x360.npy
195,3382,FBMS/FBMS_clean/JPEGImages/lion02/00280.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00280.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00280.flo.png,FBMS/FBMS_clean/Annotations/lion02/00280.png,lion02,280,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00280.jpg_202x360.npy
196,3402,FBMS/FBMS_clean/JPEGImages/lion02/00300.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00300.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00300.flo.png,FBMS/FBMS_clean/Annotations/lion02/00300.png,lion02,300,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00300.jpg_202x360.npy
197,3422,FBMS/FBMS_clean/JPEGImages/lion02/00320.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00320.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00320.flo.png,FBMS/FBMS_clean/Annotations/lion02/00320.png,lion02,320,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00320.jpg_202x360.npy
198,3442,FBMS/FBMS_clean/JPEGImages/lion02/00340.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00340.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00340.flo.png,FBMS/FBMS_clean/Annotations/lion02/00340.png,lion02,340,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00340.jpg_202x360.npy
199,3462,FBMS/FBMS_clean/JPEGImages/lion02/00360.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00360.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00360.flo.png,FBMS/FBMS_clean/Annotations/lion02/00360.png,lion02,360,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00360.jpg_202x360.npy
200,3482,FBMS/FBMS_clean/JPEGImages/lion02/00380.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00380.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00380.flo.png,FBMS/FBMS_clean/Annotations/lion02/00380.png,lion02,380,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00380.jpg_202x360.npy
201,3502,FBMS/FBMS_clean/JPEGImages/lion02/00400.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00400.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00400.flo.png,FBMS/FBMS_clean/Annotations/lion02/00400.png,lion02,400,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00400.jpg_202x360.npy
202,3518,FBMS/FBMS_clean/JPEGImages/lion02/00416.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/lion02/00416.flo,,FBMS/FBMS_clean/Annotations/lion02/00416.png,lion02,416,FBMS/FBMS_clean/DINO/dino_vits8//lion02/00416.jpg_202x360.npy
203,3519,FBMS/FBMS_clean/JPEGImages/marple1/00001.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00001.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00001.flo.png,FBMS/FBMS_clean/Annotations/marple1/00001.png,marple1,1,FBMS/FBMS_clean/DINO/dino_vits8//marple1/00001.jpg_144x175.npy
204,3528,FBMS/FBMS_clean/JPEGImages/marple1/00010.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00010.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00010.flo.png,FBMS/FBMS_clean/Annotations/marple1/00010.png,marple1,10,FBMS/FBMS_clean/DINO/dino_vits8//marple1/00010.jpg_144x175.npy
205,3538,FBMS/FBMS_clean/JPEGImages/marple1/00020.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00020.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00020.flo.png,FBMS/FBMS_clean/Annotations/marple1/00020.png,marple1,20,FBMS/FBMS_clean/DINO/dino_vits8//marple1/00020.jpg_144x175.npy
206,3548,FBMS/FBMS_clean/JPEGImages/marple1/00030.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00030.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00030.flo.png,FBMS/FBMS_clean/Annotations/marple1/00030.png,marple1,30,FBMS/FBMS_clean/DINO/dino_vits8//marple1/00030.jpg_144x175.npy
207,3558,FBMS/FBMS_clean/JPEGImages/marple1/00040.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00040.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00040.flo.png,FBMS/FBMS_clean/Annotations/marple1/00040.png,marple1,40,FBMS/FBMS_clean/DINO/dino_vits8//marple1/00040.jpg_144x175.npy
208,3568,FBMS/FBMS_clean/JPEGImages/marple1/00050.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00050.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00050.flo.png,FBMS/FBMS_clean/Annotations/marple1/00050.png,marple1,50,FBMS/FBMS_clean/DINO/dino_vits8//marple1/00050.jpg_144x175.npy
209,3618,FBMS/FBMS_clean/JPEGImages/marple1/00100.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00100.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00100.flo.png,FBMS/FBMS_clean/Annotations/marple1/00100.png,marple1,100,FBMS/FBMS_clean/DINO/dino_vits8//marple1/00100.jpg_144x175.npy
210,3668,FBMS/FBMS_clean/JPEGImages/marple1/00150.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00150.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00150.flo.png,FBMS/FBMS_clean/Annotations/marple1/00150.png,marple1,150,FBMS/FBMS_clean/DINO/dino_vits8//marple1/00150.jpg_144x175.npy
211,3718,FBMS/FBMS_clean/JPEGImages/marple1/00200.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00200.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00200.flo.png,FBMS/FBMS_clean/Annotations/marple1/00200.png,marple1,200,FBMS/FBMS_clean/DINO/dino_vits8//marple1/00200.jpg_144x175.npy
212,3768,FBMS/FBMS_clean/JPEGImages/marple1/00250.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00250.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00250.flo.png,FBMS/FBMS_clean/Annotations/marple1/00250.png,marple1,250,FBMS/FBMS_clean/DINO/dino_vits8//marple1/00250.jpg_144x175.npy
213,3818,FBMS/FBMS_clean/JPEGImages/marple1/00300.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00300.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00300.flo.png,FBMS/FBMS_clean/Annotations/marple1/00300.png,marple1,300,FBMS/FBMS_clean/DINO/dino_vits8//marple1/00300.jpg_144x175.npy
214,3846,FBMS/FBMS_clean/JPEGImages/marple1/00328.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple1/00328.flo,,FBMS/FBMS_clean/Annotations/marple1/00328.png,marple1,328,FBMS/FBMS_clean/DINO/dino_vits8//marple1/00328.jpg_144x175.npy
215,3847,FBMS/FBMS_clean/JPEGImages/marple3/00001.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00001.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00001.flo.png,FBMS/FBMS_clean/Annotations/marple3/00001.png,marple3,1,FBMS/FBMS_clean/DINO/dino_vits8//marple3/00001.jpg_144x175.npy
216,3856,FBMS/FBMS_clean/JPEGImages/marple3/00010.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00010.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00010.flo.png,FBMS/FBMS_clean/Annotations/marple3/00010.png,marple3,10,FBMS/FBMS_clean/DINO/dino_vits8//marple3/00010.jpg_144x175.npy
217,3866,FBMS/FBMS_clean/JPEGImages/marple3/00020.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00020.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00020.flo.png,FBMS/FBMS_clean/Annotations/marple3/00020.png,marple3,20,FBMS/FBMS_clean/DINO/dino_vits8//marple3/00020.jpg_144x175.npy
218,3876,FBMS/FBMS_clean/JPEGImages/marple3/00030.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00030.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00030.flo.png,FBMS/FBMS_clean/Annotations/marple3/00030.png,marple3,30,FBMS/FBMS_clean/DINO/dino_vits8//marple3/00030.jpg_144x175.npy
219,3886,FBMS/FBMS_clean/JPEGImages/marple3/00040.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00040.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00040.flo.png,FBMS/FBMS_clean/Annotations/marple3/00040.png,marple3,40,FBMS/FBMS_clean/DINO/dino_vits8//marple3/00040.jpg_144x175.npy
220,3896,FBMS/FBMS_clean/JPEGImages/marple3/00050.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00050.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00050.flo.png,FBMS/FBMS_clean/Annotations/marple3/00050.png,marple3,50,FBMS/FBMS_clean/DINO/dino_vits8//marple3/00050.jpg_144x175.npy
221,3946,FBMS/FBMS_clean/JPEGImages/marple3/00100.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00100.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00100.flo.png,FBMS/FBMS_clean/Annotations/marple3/00100.png,marple3,100,FBMS/FBMS_clean/DINO/dino_vits8//marple3/00100.jpg_144x175.npy
222,3996,FBMS/FBMS_clean/JPEGImages/marple3/00150.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00150.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00150.flo.png,FBMS/FBMS_clean/Annotations/marple3/00150.png,marple3,150,FBMS/FBMS_clean/DINO/dino_vits8//marple3/00150.jpg_144x175.npy
223,4046,FBMS/FBMS_clean/JPEGImages/marple3/00200.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00200.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00200.flo.png,FBMS/FBMS_clean/Annotations/marple3/00200.png,marple3,200,FBMS/FBMS_clean/DINO/dino_vits8//marple3/00200.jpg_144x175.npy
224,4096,FBMS/FBMS_clean/JPEGImages/marple3/00250.jpg,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00250.flo,FBMS/FBMS_clean/OpticalFlowRaftSintel/marple3/00250.flo.png,FBMS/FBMS_clean/Annotations/marple3/00250.png,marple3,250,FBMS/FBMS_clean/DINO/dino_vits8//marple3/00250.jpg_144x175.npy
